"chrom"	"seg"	"num.mark"	"nhet"	"cnlr.median"	"mafR"	"segclust"	"cnlr.median.clust"	"mafR.clust"	"start"	"end"	"cf.em"	"tcn.em"	"lcn.em"	"ID"	"parameter"	"purity"	"ploidy"
3	7	211	33	0.303434549576991	0.0330876984755434	30	0.295827631629892	0.0330876984755434	1449872	41278107	0.271069038587573	6	2	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
3	8	385	25	-0.140414309910908	0.510060625733992	15	-0.13170089098324	0.510060625733992	41278293	75165023	0.257888999354602	3	0	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
3	9	694	64	0.287986962677334	0.153932463020702	29	0.295827631629892	0.19171528634499	76716794	197362777	0.271069038587573	6	2	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
4	10	723	74	-0.125339665859917	0.0128811824371572	14	-0.13170089098324	0.0164869729327835	1402650	190262600	0.234130140988383	3	1	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
5	11	194	35	-0.296681250051196	0.0153690560383713	6	-0.329790407767229	0.00531446807858262	218503	31515000	1	2	1	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
5	12	365	56	0.0374141260689563	0.0708255452179536	21	0.0370693725184204	0.049109462325907	31515373	93018854	0.244781322381987	4	2	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
5	13	157	22	-0.333901494333526	0.233861045567088	7	-0.329790407767229	0.198900761221628	93019065	147496483	0.219367425607822	2	0	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
5	14	261	36	0.215968641917697	0.149483197894988	28	0.221611667952243	0.186020460900581	148140600	180030376	0.271069038587573	5	2	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
5	15	59	10	-0.126812794499323	0.168527184629629	16	-0.13170089098324	NA	180030550	180527750	0.249222259402499	3	NA	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
6	16	66	11	-0.418263078062265	0.136845359731199	5	-0.418876131040117	NA	393107	25795700	NA	2	NA	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
6	17	89	17	0.111884786487456	0.265454098374686	24	0.101366119709835	0.265454098374686	26020789	27858650	0.271069038587573	5	1	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
6	18	109	63	-0.484635933858093	0.166182426716474	2	-0.494140660276003	0.166182426716474	27861468	30670250	0.271069038587573	1	0	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
6	19	828	126	0.0528441511545786	-0.00170495502302726	20	0.0370693725184204	-0.00170495502302726	30670607	158411678	0.271069038587573	4	2	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
6	20	52	13	-0.25719124748102	-0.000451442423973099	11	-0.261976878386864	NA	158411800	170871070	NA	2	NA	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
7	21	71	15	-0.322368474937989	0.0188824937920026	6	-0.329790407767229	0.00531446807858262	330745	6018453	1	2	1	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
7	22	932	93	0.222451994616515	0.198735863988228	28	0.221611667952243	0.186020460900581	6022477	152373252	0.271069038587573	5	1	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
7	23	13	5	-0.160659371495022	0.112308370119818	16	-0.13170089098324	NA	153622388	158628006	0.249222259402499	3	NA	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
8	24	199	23	-0.310731485133669	0.221767485769106	7	-0.329790407767229	0.198900761221628	565100	43094823	0.219367425607822	2	0	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
8	25	404	56	0.30405082252262	0.22694986342548	29	0.295827631629892	0.19171528634499	48650033	146186413	0.271069038587573	6	2	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
9	26	862	76	-0.0950195410161303	-4.28933781496295e-05	17	-0.0785714562371443	0.00442482461442222	421900	139820500	0.161065896003541	4	2	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
10	27	518	75	-0.336083393787582	-0.00236085787891151	6	-0.329790407767229	0.00531446807858262	1510000	135181337	1	2	1	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
11	28	136	20	-0.236796305729028	-0.013301524709714	10	-0.261976878386864	0.0177502457130237	325114	58010400	1	2	1	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
11	29	659	73	0.0923335863702748	0.00614685059998667	23	0.101366119709835	0.00054363133494156	60617834	119103250	0.271069038587573	4	2	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
11	30	83	18	-0.0679660188243645	-0.0112345466351589	17	-0.0785714562371443	0.00442482461442222	119103500	133495676	0.161065896003541	4	2	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
12	31	100	7	-0.128299900995118	0.00390700705778296	16	-0.13170089098324	NA	394550	9085350	0.249222259402499	3	NA	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
12	32	648	57	0.106386093532078	-0.0041553948844136	23	0.101366119709835	0.00054363133494156	9848300	69222650	0.271069038587573	5	3	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
12	33	302	36	-0.149952248404385	0.0124696749807075	14	-0.13170089098324	0.0164869729327835	69222786	133264050	0.234130140988383	3	1	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
13	34	564	56	-0.352026561381625	0.166581097796723	7	-0.329790407767229	0.198900761221628	19600322	112722387	0.219367425607822	2	0	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
14	35	331	45	0.0222689865793461	0.0214849489331449	21	0.0370693725184204	0.049109462325907	19487467	105906024	0.244781322381987	4	2	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
15	36	589	73	-0.129960196231007	0.00747087718721215	14	-0.13170089098324	0.0164869729327835	20488583	101094335	0.234130140988383	3	1	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
16	37	439	32	-0.0172597153601661	0.00694053010796308	19	-0.0228116438683749	0.000193778319633432	114900	31011183	0.172442829480231	4	2	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
16	38	466	83	-0.418876131040117	0.300986750591435	4	-0.418876131040117	0.300986750591435	31011300	89882900	0.267631926551091	2	0	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
17	39	1212	139	-0.264842693049656	0.325394840806123	9	-0.261976878386864	0.308808648694731	114669	80783100	0.271069038587573	2	0	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
18	40	278	26	-0.114538623472467	0.00179444753678554	14	-0.13170089098324	0.0164869729327835	724385	74463500	0.234130140988383	3	1	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
19	41	711	88	-0.219620183582723	0.0375035276572839	12	-0.219620183582723	0.0375035276572839	1206750	17955283	0.215189246330961	3	1	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
19	42	70	5	0.193292252626832	0.0016271596946769	27	0.174715764454444	NA	18266550	19256642	0.271069038587573	5	NA	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
19	43	210	34	-0.148898257793209	-0.000600933643088549	14	-0.13170089098324	0.0164869729327835	19256900	42414400	0.234130140988383	3	1	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
19	44	110	5	0.113457652142708	0.0318180693326983	25	0.101366119709835	NA	42752550	50143300	0.271069038587573	5	NA	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
19	45	92	3	-0.306143990836298	-0.0140871748952232	8	-0.329790407767229	NA	50902188	59096286	NA	2	NA	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
20	46	246	22	-0.100530119385472	0.0464906224444238	17	-0.0785714562371443	0.00442482461442222	345864	39924768	0.161065896003541	4	2	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
20	47	72	10	-0.5054501435006	0.00952186477707803	3	-0.494140660276003	NA	40709581	41957050	0.271069038587573	1	0	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
20	48	174	26	-0.00750795755111833	-0.00312941294984971	19	-0.0228116438683749	0.000193778319633432	46251044	62680478	0.172442829480231	4	2	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
21	49	40	14	-0.749073028984947	0.00619883476038087	1	-0.749073028984947	NA	10995850	15377700	0.271069038587573	0	0	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
21	50	194	38	-0.177501814845287	0.442586958963089	13	-0.177501814845287	0.442586958963089	17798960	46253000	0.239547519321251	3	0	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
22	51	331	36	-0.244362515664662	0.0373836057085289	10	-0.261976878386864	0.0177502457130237	16345954	50355419	1	2	1	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
23	52	755	1	0.0235297940336094	-0.122906433165373	22	0.0370693725184204	NA	451100	152864400	0.250316576563193	2	NA	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
24	53	81	2	-0.26847226586719	-0.040877715488705	11	-0.261976878386864	NA	2655371	28773300	1	1	NA	"01-IM6_P-0015302-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.271069038587573	3.92496573850806
1	1	1246	107	-0.129193681890057	0.0143912280178085	12	-0.118338679902251	0.022946741341916	2488153	245977996	0.168872918512191	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
2	2	481	82	-0.0880941751354151	0.00577118115316778	14	-0.0692715412497736	-0.00508972022302166	4717089	99373614	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
2	3	191	30	-0.806079364568909	1.59318666743038	2	-0.806079364568909	1.59318666743038	100801200	154688728	0.748500693875546	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
2	4	370	31	0.0694639861405968	-0.012672701582364	19	0.0781404388814714	0.0087471360406533	158594150	242801016	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
3	5	394	44	-0.103045370488068	-0.00167380323013289	12	-0.118338679902251	0.022946741341916	1449850	63597382	0.168872918512191	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
3	6	190	15	-0.515530259919274	1.79566944661611	7	-0.515530259919274	1.79566944661611	69788900	119721050	0.748500693875546	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
3	7	446	34	0.0661804293758846	0.00614678293851391	19	0.0781404388814714	0.0087471360406533	119812288	197351150	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
4	8	548	54	0.0186163194369098	0.138714052636799	17	0.0249406107251211	0.0363707926939902	1402580	190262486	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
5	9	358	46	0.187820124668041	-0.00883728944929758	22	0.17979933984351	0.00569437116518371	218461	88365778	0.165208816683293	4	2	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
5	10	238	19	-0.201462420787375	0.0108302917366605	11	-0.189721039453658	0.00199363259687525	93018800	154936296	0.134430025843379	0	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
5	11	176	22	0.023749615559609	-0.00851884233492902	17	0.0249406107251211	0.0363707926939902	161253400	180527629	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
6	12	128	12	0.319350698587064	-0.0115096709838645	25	0.314420686318106	NA	393200	29236400	NA	2	NA	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
6	13	308	42	-0.300546915128449	0.371902254099421	9	-0.294068387642397	0.183725315795474	29691300	94068200	0.369136469140341	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
6	14	405	52	0.0434767353255696	0.0221347222001521	17	0.0249406107251211	0.0363707926939902	94120219	170799000	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
7	15	774	92	0.0857774430920133	0.000535031957621907	19	0.0781404388814714	0.0087471360406533	330745	158450965	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
8	16	287	40	-0.127553256277674	0.190304369753031	12	-0.118338679902251	0.022946741341916	565200	145743000	0.168872918512191	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
9	17	509	49	0.0089976355639706	0.00928189385299234	17	0.0249406107251211	0.0363707926939902	421980	135804300	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
9	18	88	19	0.646755777024865	0.0117519221979544	27	0.646755777024865	0.0117519221979544	136548844	139794250	0.544367266325752	4	2	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
9	19	18	3	0.177998957085666	0.00762817339266599	23	0.17979933984351	NA	139794950	139820421	NA	2	NA	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
10	20	406	57	-0.106117791767151	-0.00677081707960312	12	-0.118338679902251	0.022946741341916	1510047	134199095	0.168872918512191	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
11	21	398	42	-0.0563607507938633	-0.025914321615982	14	-0.0692715412497736	-0.00508972022302166	532650	102248750	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
11	22	110	2	-0.58071426307987	1.89191227655906	6	-0.58071426307987	NA	105610205	108235923	0.668355426679921	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
11	23	183	11	-0.0862200455364637	0.0172859772506193	15	-0.0692715412497736	NA	108236100	133495700	NA	2	NA	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
12	24	523	61	-0.0301576024874676	-0.00279340688588621	16	-0.0221787948007329	-0.0039716017425854	394524	50490525	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
12	25	105	8	-0.395954661437006	0.0102487029139225	8	-0.395954661437006	NA	50490819	58142505	0.522157992374955	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
12	26	246	43	-0.0041730121463515	-0.012530507963297	16	-0.0221787948007329	-0.0039716017425854	58142920	133263825	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
13	27	464	43	-0.0183804683671314	-0.00269257631152168	16	-0.0221787948007329	-0.0039716017425854	21004659	112722350	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
14	28	242	41	0.0773596455958235	0.0545016547335581	19	0.0781404388814714	0.0087471360406533	19487492	105906024	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
15	29	65	12	0.070631751528377	-0.0365368225689278	21	0.0781404388814714	NA	20488600	36872600	NA	2	NA	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
15	30	111	8	-0.737482785712922	1.7714256824632	3	-0.740543348493364	NA	38456750	54609467	0.748500693875546	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
15	31	234	29	-0.241475543434015	0.0111451494766515	10	-0.241475543434015	0.0111451494766515	55966600	101094350	0.158443365821221	0	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
16	32	193	7	0.460938609535375	-0.0318919346687469	26	0.460938609535375	NA	115041	3824614	0.353533170322962	4	NA	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
16	33	162	16	-0.114430432477668	0.00734323603172917	12	-0.118338679902251	0.022946741341916	3824700	46660713	0.168872918512191	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
16	34	44	6	-0.964376954455724	1.57155515627954	1	-0.964376954455724	NA	52085572	58961000	0.748500693875546	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
16	35	196	26	-0.288593658639201	0.00763718017174909	9	-0.294068387642397	0.183725315795474	61579583	82113471	0.369136469140341	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
16	36	129	3	0.297185862441069	-0.027411883971907	25	0.314420686318106	NA	82468649	89883003	NA	2	NA	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
17	37	454	51	0.0438440457094654	0.00879997843843309	17	0.0249406107251211	0.0363707926939902	114530	37855950	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
17	38	318	25	-0.188586458580722	0.00301656819515757	11	-0.189721039453658	0.00199363259687525	37856600	56448500	0.134430025843379	0	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
17	39	234	24	0.174396232441786	0.0330479626642658	22	0.17979933984351	0.00569437116518371	56492700	80783009	0.165208816683293	4	2	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
18	40	153	21	0.104391150742914	0.0830973097176605	20	0.0781404388814714	0.0830973097176605	724450	48604600	0.334112183890091	3	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
18	41	75	10	-0.683660015681598	2.2885217561368	4	-0.683660015681598	NA	48604849	74387326	0.745538402934741	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
19	42	178	33	0.337018351249401	0.00571893269254294	24	0.314420686318106	0.00571893269254294	1206850	5221200	0.288974263274513	4	2	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
19	43	509	66	-0.0135380220613064	0.00240379590813833	16	-0.0221787948007329	-0.0039716017425854	5222250	40748533	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
19	44	51	2	-0.754948820892741	-0.0300010685406338	3	-0.740543348493364	NA	40748650	42383620	0.748500693875546	1	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
19	45	160	22	-0.0765217735666221	-0.0116995378261226	14	-0.0692715412497736	-0.00508972022302166	42383770	58288169	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
20	46	377	48	-0.180275072520492	-0.00375363073992036	11	-0.189721039453658	0.00199363259687525	345750	62680612	0.134430025843379	0	0	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
21	47	196	32	-0.0556495113139793	-0.00151578653374307	14	-0.0692715412497736	-0.00508972022302166	10995950	45660800	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
22	48	282	24	-0.0329916971694554	-0.0157885098343979	16	-0.0221787948007329	-0.0039716017425854	16346045	49370950	1	2	1	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
23	49	257	0	0.0416756450324897	0	18	0.0249406107251211	NA	451100	53239750	1	1	NA	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
23	50	136	0	-0.63156835638745	0	5	-0.63156835638745	NA	53240000	70362000	0.694319752980014	0	NA	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
23	51	240	0	0.0205959889557344	0	18	0.0249406107251211	NA	70362150	149924650	1	1	NA	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
24	52	59	2	-0.106141065838332	-0.0956856258902469	13	-0.118338679902251	NA	2655328	22930750	1	1	NA	"01-IM5_P-0005570-N01-IM5/coun"	"cval=75/300/100::snp.nbhd=250"	0.748500693875546	1.99121310383004
1	1	401	43	0.0373569087390259	0.226796650453686	13	0.0465694943042931	0.278229606839876	1001177	23885807	0.712467265286039	3	1	"01-IM6_P-0033660-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.71492595684853	2.90217415335159
1	2	1264	124	0.342264815549859	0.0156397916869076	18	0.336236415554422	0.012021758255216	23886000	221345800	0.669802825894651	4	2	"01-IM6_P-0033660-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.71492595684853	2.90217415335159
1	3	96	4	-0.382285391528322	3.44640189540579	5	-0.403249342841068	NA	226064745	230355248	NA	2	NA	"01-IM6_P-0033660-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.71492595684853	2.90217415335159
1	4	111	5	0.362544270157587	-0.0080298096934165	19	0.336236415554422	NA	230355580	246670550	0.712414401359829	4	NA	"01-IM6_P-0033660-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.71492595684853	2.90217415335159
2	5	1482	222	-0.24991182755038	0.0395453370091976	9	-0.24991182755038	0.0395453370091976	4561600	242801200	0.235546745745026	3	1	"01-IM6_P-0033660-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.71492595684853	2.90217415335159
3	6	407	42	0.452681730291104	0.718632339360275	20	0.452681730291104	0.718632339360275	1449850	49941200	0.71492595684853	4	1	"01-IM6_P-0033660-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.71492595684853	2.90217415335159
3	7	303	14	0.160167069301223	4.97986001418987	16	0.160167069301223	NA	52085000	89391280	0.71492595684853	3	NA	"01-IM6_P-0033660-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.71492595684853	2.90217415335159
3	8	778	85	0.685361998550463	0.157701765332098	22	0.685361998550463	0.157701765332098	89444900	197362750	0.71492595684853	5	2	"01-IM6_P-0033660-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.71492595684853	2.90217415335159
4	9	421	48	0.0190726427075397	0.320840553034169	11	-0.0147724693197148	0.280938220585066	1402700	75662635	0.690988163369719	3	1	"01-IM6_P-0033660-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.71492595684853	2.90217415335159
4	10	114	10	-0.384062130186722	0.0495309477179838	5	-0.403249342841068	NA	78271700	108125350	NA	2	NA	"01-IM6_P-0033660-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.71492595684853	2.90217415335159
4	11	169	33	0.0248938828793161	0.333279042466283	11	-0.0147724693197148	0.280938220585066	113277100	176935850	0.690988163369719	3	1	"01-IM6_P-0033660-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.71492595684853	2.90217415335159
4	12	121	22	-1.03906041176047	1.44094320233191	1	-1.0362382219948	1.38251000087751	181797596	190262598	0.700570559141371	1	0	"01-IM6_P-0033660-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.71492595684853	2.90217415335159
5	13	271	36	0.326373212203978	-0.00793002880969842	18	0.336236415554422	0.012021758255216	218450	36368082	0.669802825894651	4	2	"01-IM6_P-0033660-N01-IM6/coun"	"cval=75/300/100::snp.nbhd=250"	0.71492595684853	2.90217415335159
